STATE_DISTRICT,Year,Total_Crimes,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
UTTAR PRADESH_JAUNPUR,2010,200.0,12,60,39,32,0,57,0
UTTAR PRADESH_JHANSI,2001,200.0,18,20,31,32,30,69,0
UTTAR PRADESH_JHANSI,2002,104.0,14,11,14,21,2,42,0
UTTAR PRADESH_JHANSI,2003,238.0,4,8,8,4,209,5,0
UTTAR PRADESH_JHANSI,2004,180.0,16,29,25,21,36,53,0
UTTAR PRADESH_JHANSI,2005,114.0,3,9,13,14,37,38,0
UTTAR PRADESH_JHANSI,2006,117.0,8,6,21,19,45,18,0
UTTAR PRADESH_JHANSI,2007,164.0,10,13,28,38,55,20,0
UTTAR PRADESH_JHANSI,2008,132.0,7,18,26,24,46,11,0
UTTAR PRADESH_JHANSI,2009,154.0,14,36,27,33,35,9,0
UTTAR PRADESH_JHANSI,2010,124.0,9,32,32,43,1,7,0
UTTAR PRADESH_KANNAUJ,2001,137.0,8,19,22,18,7,63,0
UTTAR PRADESH_KANNAUJ,2002,86.0,6,16,15,10,2,37,0
UTTAR PRADESH_KANNAUJ,2003,113.0,4,22,16,14,28,29,0
UTTAR PRADESH_KANNAUJ,2004,139.0,5,17,22,22,10,63,0
UTTAR PRADESH_KANNAUJ,2005,137.0,5,27,10,20,13,62,0
UTTAR PRADESH_KANNAUJ,2006,151.0,6,34,19,31,20,41,0
UTTAR PRADESH_KANNAUJ,2007,194.0,6,26,13,32,9,108,0
UTTAR PRADESH_KANNAUJ,2008,205.0,11,36,31,27,9,91,0
UTTAR PRADESH_KANNAUJ,2009,202.0,8,48,25,28,8,85,0
UTTAR PRADESH_KANNAUJ,2010,134.0,7,43,22,23,0,39,0
UTTAR PRADESH_KANPUR,2001,1187.0,68,210,103,151,220,435,0
UTTAR PRADESH_KANPUR,2002,894.0,43,157,87,101,126,380,0
UTTAR PRADESH_KANPUR,2003,605.0,30,77,65,55,265,113,0
UTTAR PRADESH_KANPUR,2004,807.0,33,119,71,85,258,241,0
UTTAR PRADESH_KANPUR,2005,817.0,26,134,77,75,247,258,0
UTTAR PRADESH_KANPUR,2006,887.0,43,112,117,104,197,314,0
UTTAR PRADESH_KANPUR,2007,1551.0,59,274,96,153,182,787,0
UTTAR PRADESH_KANPUR,2008,2117.0,98,283,117,200,602,817,0
UTTAR PRADESH_KANPUR,2009,1494.0,57,309,95,143,226,664,0
UTTAR PRADESH_KANPUR,2010,969.0,42,263,92,118,7,447,0
UTTAR PRADESH_KANSHIRAM NAGAR,2001,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_KANSHIRAM NAGAR,2002,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_KANSHIRAM NAGAR,2003,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_KANSHIRAM NAGAR,2004,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_KANSHIRAM NAGAR,2005,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_KANSHIRAM NAGAR,2006,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_KANSHIRAM NAGAR,2007,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_KANSHIRAM NAGAR,2008,145.0,19,29,30,31,5,31,0
UTTAR PRADESH_KANSHIRAM NAGAR,2009,127.0,15,30,29,22,5,26,0
UTTAR PRADESH_KANSHIRAM NAGAR,2010,122.0,10,35,26,23,0,28,0
UTTAR PRADESH_KAUSHAMBI,2001,202.0,26,23,28,44,9,72,0
UTTAR PRADESH_KAUSHAMBI,2002,115.0,28,15,13,25,2,32,0
UTTAR PRADESH_KAUSHAMBI,2003,58.0,17,4,16,7,9,5,0
UTTAR PRADESH_KAUSHAMBI,2004,102.0,14,8,19,9,9,43,0
UTTAR PRADESH_KAUSHAMBI,2005,68.0,9,7,13,11,7,21,0
UTTAR PRADESH_KAUSHAMBI,2006,103.0,15,14,17,12,19,26,0
UTTAR PRADESH_KAUSHAMBI,2007,216.0,30,36,35,27,16,72,0
UTTAR PRADESH_KAUSHAMBI,2008,282.0,26,42,26,59,12,117,0
UTTAR PRADESH_KAUSHAMBI,2009,219.0,15,30,27,49,12,86,0
UTTAR PRADESH_KAUSHAMBI,2010,155.0,12,29,22,33,0,59,0
UTTAR PRADESH_KHIRI,2001,522.0,83,90,88,99,24,138,0
UTTAR PRADESH_KHIRI,2002,313.0,41,50,66,45,14,97,0
UTTAR PRADESH_KHIRI,2003,406.0,28,40,35,30,213,60,0
UTTAR PRADESH_KHIRI,2004,443.0,43,64,58,52,105,121,0
UTTAR PRADESH_KHIRI,2005,352.0,45,58,61,55,70,63,0
UTTAR PRADESH_KHIRI,2006,283.0,39,60,60,47,42,35,0
UTTAR PRADESH_KHIRI,2007,316.0,47,72,57,48,25,67,0
UTTAR PRADESH_KHIRI,2008,388.0,58,91,48,74,29,88,0
UTTAR PRADESH_KHIRI,2009,323.0,37,83,40,59,36,68,0
UTTAR PRADESH_KHIRI,2010,213.0,26,80,37,37,0,33,0
UTTAR PRADESH_KUSHI NAGAR,2001,113.0,7,20,18,19,35,14,0
UTTAR PRADESH_KUSHI NAGAR,2002,104.0,7,15,18,22,35,7,0
UTTAR PRADESH_KUSHI NAGAR,2003,148.0,5,9,12,11,97,14,0
UTTAR PRADESH_KUSHI NAGAR,2004,117.0,13,15,21,14,37,17,0
UTTAR PRADESH_KUSHI NAGAR,2005,104.0,6,16,16,11,32,23,0
UTTAR PRADESH_KUSHI NAGAR,2006,104.0,9,17,24,15,19,20,0
UTTAR PRADESH_KUSHI NAGAR,2007,169.0,9,25,18,17,60,40,0
UTTAR PRADESH_KUSHI NAGAR,2008,72.0,6,14,14,8,6,24,0
UTTAR PRADESH_KUSHI NAGAR,2009,82.0,9,18,22,7,5,21,0
UTTAR PRADESH_KUSHI NAGAR,2010,86.0,11,25,25,13,0,12,0
UTTAR PRADESH_LALITPUR,2001,101.0,20,5,10,26,9,31,0
UTTAR PRADESH_LALITPUR,2002,52.0,10,1,9,14,13,5,0
UTTAR PRADESH_LALITPUR,2003,81.0,5,4,5,4,60,3,0
UTTAR PRADESH_LALITPUR,2004,57.0,4,3,6,11,23,10,0
UTTAR PRADESH_LALITPUR,2005,43.0,1,1,1,4,32,4,0
UTTAR PRADESH_LALITPUR,2006,88.0,7,10,9,16,11,35,0
UTTAR PRADESH_LALITPUR,2007,106.0,10,9,14,16,29,28,0
UTTAR PRADESH_LALITPUR,2008,100.0,16,9,10,11,14,40,0
UTTAR PRADESH_LALITPUR,2009,86.0,13,9,8,19,12,25,0
UTTAR PRADESH_LALITPUR,2010,58.0,7,9,8,17,0,17,0
UTTAR PRADESH_LUCKNOW,2001,835.0,62,138,47,103,148,337,0
UTTAR PRADESH_LUCKNOW,2002,815.0,43,147,59,92,105,369,0
UTTAR PRADESH_LUCKNOW,2003,746.0,38,98,29,63,302,216,0
UTTAR PRADESH_LUCKNOW,2004,717.0,46,135,48,64,152,272,0
UTTAR PRADESH_LUCKNOW,2005,787.0,51,136,44,71,204,281,0
UTTAR PRADESH_LUCKNOW,2006,888.0,51,164,39,100,160,374,0
UTTAR PRADESH_LUCKNOW,2007,1125.0,82,216,57,98,159,513,0
UTTAR PRADESH_LUCKNOW,2008,1819.0,82,331,62,226,340,778,0
UTTAR PRADESH_LUCKNOW,2009,1513.0,56,306,53,178,256,664,0
UTTAR PRADESH_LUCKNOW,2010,1361.0,75,320,66,155,0,745,0
UTTAR PRADESH_MAHARAJGANJ,2001,93.0,13,13,7,13,37,10,0
UTTAR PRADESH_MAHARAJGANJ,2002,55.0,13,0,6,15,11,10,0
UTTAR PRADESH_MAHARAJGANJ,2003,83.0,4,10,4,7,56,2,0
UTTAR PRADESH_MAHARAJGANJ,2004,76.0,8,11,8,11,31,7,0
UTTAR PRADESH_MAHARAJGANJ,2005,73.0,9,14,9,14,21,6,0
UTTAR PRADESH_MAHARAJGANJ,2006,104.0,21,19,12,17,22,13,0
UTTAR PRADESH_MAHARAJGANJ,2007,179.0,23,23,18,18,23,74,0
UTTAR PRADESH_MAHARAJGANJ,2008,120.0,17,26,14,12,14,37,0
UTTAR PRADESH_MAHARAJGANJ,2009,125.0,17,28,17,12,13,38,0
UTTAR PRADESH_MAHARAJGANJ,2010,136.0,16,45,14,11,0,50,0
UTTAR PRADESH_MAHOBA,2001,59.0,12,7,11,22,3,4,0
UTTAR PRADESH_MAHOBA,2002,44.0,5,0,13,21,5,0,0
UTTAR PRADESH_MAHOBA,2003,39.0,2,5,9,13,7,3,0
UTTAR PRADESH_MAHOBA,2004,44.0,6,7,5,14,9,3,0
UTTAR PRADESH_MAHOBA,2005,26.0,4,1,4,3,12,2,0
UTTAR PRADESH_MAHOBA,2006,40.0,3,7,9,3,9,9,0
UTTAR PRADESH_MAHOBA,2007,81.0,10,11,12,21,14,13,0
UTTAR PRADESH_MAHOBA,2008,119.0,12,21,17,24,15,30,0
UTTAR PRADESH_MAHOBA,2009,97.0,11,22,17,26,6,15,0
UTTAR PRADESH_MAHOBA,2010,84.0,9,15,14,28,0,18,0
UTTAR PRADESH_MAINPURI,2001,184.0,13,31,42,32,3,63,0
UTTAR PRADESH_MAINPURI,2002,133.0,9,27,42,17,0,38,0
UTTAR PRADESH_MAINPURI,2003,86.0,7,19,31,10,6,13,0
UTTAR PRADESH_MAINPURI,2004,129.0,8,36,35,13,3,34,0
UTTAR PRADESH_MAINPURI,2005,79.0,5,22,22,8,5,17,0
UTTAR PRADESH_MAINPURI,2006,123.0,16,24,35,12,8,28,0
UTTAR PRADESH_MAINPURI,2007,213.0,11,46,48,32,22,54,0
UTTAR PRADESH_MAINPURI,2008,181.0,9,65,38,20,9,40,0
UTTAR PRADESH_MAINPURI,2009,204.0,16,64,36,38,20,30,0
UTTAR PRADESH_MAINPURI,2010,162.0,15,66,28,37,0,16,0
UTTAR PRADESH_MATHURA,2001,254.0,25,33,21,48,50,77,0
UTTAR PRADESH_MATHURA,2002,256.0,16,32,29,40,45,94,0
UTTAR PRADESH_MATHURA,2003,182.0,16,26,18,21,36,65,0
UTTAR PRADESH_MATHURA,2004,204.0,24,24,22,35,42,57,0
UTTAR PRADESH_MATHURA,2005,253.0,18,44,23,31,63,74,0
UTTAR PRADESH_MATHURA,2006,329.0,30,39,25,66,43,126,0
UTTAR PRADESH_MATHURA,2007,469.0,36,45,26,62,50,250,0
UTTAR PRADESH_MATHURA,2008,468.0,24,62,31,64,65,222,0
UTTAR PRADESH_MATHURA,2009,385.0,20,59,25,42,42,197,0
UTTAR PRADESH_MATHURA,2010,400.0,24,79,29,49,0,219,0
UTTAR PRADESH_MAU,2001,157.0,17,25,16,33,27,39,0
UTTAR PRADESH_MAU,2002,136.0,15,23,6,29,22,41,0
UTTAR PRADESH_MAU,2003,113.0,5,10,9,10,69,10,0
UTTAR PRADESH_MAU,2004,84.0,3,15,9,11,22,24,0
UTTAR PRADESH_MAU,2005,107.0,5,6,10,10,47,29,0
UTTAR PRADESH_MAU,2006,104.0,7,23,10,8,38,18,0
UTTAR PRADESH_MAU,2007,136.0,8,26,14,21,32,35,0
UTTAR PRADESH_MAU,2008,222.0,19,44,12,29,44,74,0
UTTAR PRADESH_MAU,2009,184.0,15,46,10,22,31,60,0
UTTAR PRADESH_MAU,2010,147.0,10,41,17,30,0,49,0
UTTAR PRADESH_MEERUT,2001,576.0,28,96,34,59,123,236,0
UTTAR PRADESH_MEERUT,2002,481.0,35,74,26,47,87,212,0
UTTAR PRADESH_MEERUT,2003,521.0,40,55,31,31,165,199,0
UTTAR PRADESH_MEERUT,2004,623.0,33,87,19,52,153,279,0
UTTAR PRADESH_MEERUT,2005,658.0,37,97,34,66,121,303,0
UTTAR PRADESH_MEERUT,2006,554.0,37,85,21,74,91,246,0
UTTAR PRADESH_MEERUT,2007,817.0,39,109,38,63,163,405,0
UTTAR PRADESH_MEERUT,2008,774.0,50,123,37,73,165,326,0
UTTAR PRADESH_MEERUT,2009,759.0,46,141,41,47,123,361,0
UTTAR PRADESH_MEERUT,2010,689.0,64,147,43,91,0,344,0
UTTAR PRADESH_MIRZAPUR,2001,121.0,16,6,23,16,21,39,0
UTTAR PRADESH_MIRZAPUR,2002,84.0,7,11,15,15,8,28,0
UTTAR PRADESH_MIRZAPUR,2003,42.0,6,6,12,6,4,8,0
UTTAR PRADESH_MIRZAPUR,2004,94.0,12,5,20,18,13,26,0
UTTAR PRADESH_MIRZAPUR,2005,90.0,6,7,26,11,11,29,0
UTTAR PRADESH_MIRZAPUR,2006,119.0,14,10,22,11,9,53,0
UTTAR PRADESH_MIRZAPUR,2007,109.0,10,4,28,13,11,43,0
UTTAR PRADESH_MIRZAPUR,2008,217.0,19,19,24,16,6,133,0
UTTAR PRADESH_MIRZAPUR,2009,233.0,11,12,19,9,4,178,0
UTTAR PRADESH_MIRZAPUR,2010,171.0,2,3,25,4,0,137,0
UTTAR PRADESH_MORADABAD,2001,532.0,44,72,45,79,85,207,0
UTTAR PRADESH_MORADABAD,2002,432.0,36,59,35,53,75,174,0
UTTAR PRADESH_MORADABAD,2003,405.0,43,43,24,25,158,112,0
UTTAR PRADESH_MORADABAD,2004,624.0,57,83,27,66,126,265,0
UTTAR PRADESH_MORADABAD,2005,617.0,52,88,38,95,135,209,0
UTTAR PRADESH_MORADABAD,2006,604.0,44,83,23,69,142,243,0
UTTAR PRADESH_MORADABAD,2007,599.0,58,97,34,83,115,212,0
UTTAR PRADESH_MORADABAD,2008,646.0,75,163,38,117,114,139,0
UTTAR PRADESH_MORADABAD,2009,648.0,69,159,32,63,61,264,0
UTTAR PRADESH_MORADABAD,2010,635.0,66,184,41,76,0,268,0
UTTAR PRADESH_MUZAFFARNAGAR,2001,494.0,54,67,24,51,33,265,0
UTTAR PRADESH_MUZAFFARNAGAR,2002,354.0,30,60,37,34,30,163,0
UTTAR PRADESH_MUZAFFARNAGAR,2003,398.0,32,36,29,23,205,73,0
UTTAR PRADESH_MUZAFFARNAGAR,2004,336.0,44,59,23,34,103,73,0
UTTAR PRADESH_MUZAFFARNAGAR,2005,431.0,44,52,20,46,113,156,0
UTTAR PRADESH_MUZAFFARNAGAR,2006,467.0,31,91,39,46,88,172,0
UTTAR PRADESH_MUZAFFARNAGAR,2007,576.0,37,100,34,56,72,277,0
UTTAR PRADESH_MUZAFFARNAGAR,2008,551.0,40,112,28,39,74,258,0
UTTAR PRADESH_MUZAFFARNAGAR,2009,713.0,58,138,27,64,86,340,0
UTTAR PRADESH_MUZAFFARNAGAR,2010,641.0,34,174,40,52,0,341,0
UTTAR PRADESH_PILIBHIT,2001,420.0,64,47,44,50,20,195,0
UTTAR PRADESH_PILIBHIT,2002,300.0,41,34,33,19,70,103,0
UTTAR PRADESH_PILIBHIT,2003,200.0,21,20,13,9,137,0,0
UTTAR PRADESH_PILIBHIT,2004,340.0,28,39,21,37,52,163,0
UTTAR PRADESH_PILIBHIT,2005,143.0,24,28,20,23,33,15,0
UTTAR PRADESH_PILIBHIT,2006,170.0,13,20,16,39,37,45,0
UTTAR PRADESH_PILIBHIT,2007,166.0,23,31,18,38,18,38,0
UTTAR PRADESH_PILIBHIT,2008,635.0,41,100,35,90,10,359,0
UTTAR PRADESH_PILIBHIT,2009,336.0,15,56,27,37,15,186,0
UTTAR PRADESH_PILIBHIT,2010,238.0,16,54,30,25,0,113,0
UTTAR PRADESH_PRATAPGARH,2001,160.0,18,35,33,21,9,44,0
UTTAR PRADESH_PRATAPGARH,2002,119.0,18,16,27,18,4,36,0
UTTAR PRADESH_PRATAPGARH,2003,109.0,9,19,24,7,12,38,0
UTTAR PRADESH_PRATAPGARH,2004,131.0,18,30,22,19,5,37,0
UTTAR PRADESH_PRATAPGARH,2005,143.0,15,33,23,17,4,51,0
UTTAR PRADESH_PRATAPGARH,2006,262.0,30,50,30,30,14,108,0
UTTAR PRADESH_PRATAPGARH,2007,245.0,16,43,27,32,20,107,0
UTTAR PRADESH_PRATAPGARH,2008,373.0,33,83,32,52,18,155,0
UTTAR PRADESH_PRATAPGARH,2009,268.0,22,73,27,35,12,99,0
UTTAR PRADESH_PRATAPGARH,2010,220.0,23,64,34,25,0,74,0
UTTAR PRADESH_RAIBAREILLY,2001,348.0,58,50,29,57,17,137,0
UTTAR PRADESH_RAIBAREILLY,2002,274.0,35,35,26,46,22,110,0
UTTAR PRADESH_RAIBAREILLY,2003,237.0,20,25,16,36,102,38,0
UTTAR PRADESH_RAIBAREILLY,2004,296.0,42,43,23,54,33,101,0
UTTAR PRADESH_RAIBAREILLY,2005,326.0,26,41,18,47,27,167,0
UTTAR PRADESH_RAIBAREILLY,2006,317.0,21,35,23,40,28,170,0
UTTAR PRADESH_RAIBAREILLY,2007,334.0,31,39,31,53,38,142,0
UTTAR PRADESH_RAIBAREILLY,2008,299.0,38,51,33,43,44,90,0
UTTAR PRADESH_RAIBAREILLY,2009,319.0,30,59,29,46,41,114,0
UTTAR PRADESH_RAIBAREILLY,2010,196.0,27,47,20,39,0,63,0
UTTAR PRADESH_RAMABAI NAGAR,2001,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_RAMABAI NAGAR,2002,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_RAMABAI NAGAR,2003,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_RAMABAI NAGAR,2004,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_RAMABAI NAGAR,2005,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_RAMABAI NAGAR,2006,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_RAMABAI NAGAR,2007,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_RAMABAI NAGAR,2008,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_RAMABAI NAGAR,2009,0.0,0,0,0,0,0,0,0
UTTAR PRADESH_RAMABAI NAGAR,2010,240.0,12,80,22,38,0,88,0
UTTAR PRADESH_RAMPUR,2001,127.0,22,27,18,11,0,49,0
UTTAR PRADESH_RAMPUR,2002,225.0,20,38,11,36,14,106,0
UTTAR PRADESH_RAMPUR,2003,70.0,13,21,12,12,7,5,0
UTTAR PRADESH_RAMPUR,2004,104.0,22,30,14,23,6,9,0
UTTAR PRADESH_RAMPUR,2005,88.0,17,29,13,22,3,4,0
UTTAR PRADESH_RAMPUR,2006,101.0,11,37,13,32,4,4,0
UTTAR PRADESH_RAMPUR,2007,185.0,40,54,18,50,13,10,0
UTTAR PRADESH_RAMPUR,2008,217.0,46,83,21,46,17,4,0
UTTAR PRADESH_RAMPUR,2009,232.0,51,90,24,48,16,3,0
UTTAR PRADESH_RAMPUR,2010,349.0,65,96,23,44,0,121,0
UTTAR PRADESH_SAHARANPUR,2001,451.0,41,52,21,45,96,196,0
UTTAR PRADESH_SAHARANPUR,2002,371.0,15,55,24,19,42,216,0
UTTAR PRADESH_SAHARANPUR,2003,241.0,17,50,10,17,70,77,0
UTTAR PRADESH_SAHARANPUR,2004,313.0,22,1,19,28,70,173,0
UTTAR PRADESH_SAHARANPUR,2005,287.0,15,25,19,35,74,119,0
UTTAR PRADESH_SAHARANPUR,2006,325.0,15,29,16,42,48,175,0
UTTAR PRADESH_SAHARANPUR,2007,371.0,14,34,16,36,77,194,0
UTTAR PRADESH_SAHARANPUR,2008,298.0,8,25,23,23,66,153,0
UTTAR PRADESH_SAHARANPUR,2009,292.0,14,36,35,29,39,139,0
UTTAR PRADESH_SAHARANPUR,2010,232.0,11,35,26,20,0,140,0
UTTAR PRADESH_SANT KABIRNAGAR,2001,75.0,9,16,7,11,6,26,0
UTTAR PRADESH_SANT KABIRNAGAR,2002,35.0,4,0,6,6,3,16,0
UTTAR PRADESH_SANT KABIRNAGAR,2003,72.0,0,4,10,5,43,10,0
UTTAR PRADESH_SANT KABIRNAGAR,2004,48.0,6,10,4,1,12,15,0
UTTAR PRADESH_SANT KABIRNAGAR,2005,53.0,3,16,6,2,15,11,0
UTTAR PRADESH_SANT KABIRNAGAR,2006,84.0,4,18,7,7,23,25,0
UTTAR PRADESH_SANT KABIRNAGAR,2007,99.0,9,20,7,13,16,34,0
UTTAR PRADESH_SANT KABIRNAGAR,2008,91.0,9,40,7,5,18,12,0
UTTAR PRADESH_SANT KABIRNAGAR,2009,77.0,13,29,9,9,15,2,0
UTTAR PRADESH_SANT KABIRNAGAR,2010,116.0,24,44,6,17,0,25,0
UTTAR PRADESH_SHAHJAHANPUR,2001,417.0,55,68,66,61,21,146,0
UTTAR PRADESH_SHAHJAHANPUR,2002,297.0,40,38,49,52,35,83,0
UTTAR PRADESH_SHAHJAHANPUR,2003,196.0,17,60,28,17,63,11,0
UTTAR PRADESH_SHAHJAHANPUR,2004,219.0,31,53,41,49,24,21,0
UTTAR PRADESH_SHAHJAHANPUR,2005,175.0,26,37,25,40,25,22,0
UTTAR PRADESH_SHAHJAHANPUR,2006,146.0,21,37,34,21,25,8,0
UTTAR PRADESH_SHAHJAHANPUR,2007,317.0,52,69,56,84,43,13,0
UTTAR PRADESH_SHAHJAHANPUR,2008,345.0,68,94,68,80,25,10,0
UTTAR PRADESH_SHAHJAHANPUR,2009,282.0,43,105,54,53,16,11,0
UTTAR PRADESH_SHAHJAHANPUR,2010,236.0,45,85,50,44,0,12,0
UTTAR PRADESH_SHRAWASTI,2001,77.0,13,18,4,16,8,18,0
UTTAR PRADESH_SHRAWASTI,2002,58.0,3,5,3,16,19,12,0
UTTAR PRADESH_SHRAWASTI,2003,36.0,3,4,4,2,18,5,0
UTTAR PRADESH_SHRAWASTI,2004,30.0,4,9,6,7,4,0,0
UTTAR PRADESH_SHRAWASTI,2005,45.0,6,13,6,5,7,8,0
UTTAR PRADESH_SHRAWASTI,2006,60.0,6,16,16,12,10,0,0
UTTAR PRADESH_SHRAWASTI,2007,64.0,10,9,4,12,5,24,0
UTTAR PRADESH_SHRAWASTI,2008,46.0,6,15,6,13,2,4,0
UTTAR PRADESH_SHRAWASTI,2009,99.0,8,23,9,27,4,28,0
UTTAR PRADESH_SHRAWASTI,2010,75.0,14,23,16,19,0,3,0
UTTAR PRADESH_SIDHARTHNAGAR,2001,100.0,12,24,13,20,3,28,0
UTTAR PRADESH_SIDHARTHNAGAR,2002,64.0,6,18,6,19,4,11,0
UTTAR PRADESH_SIDHARTHNAGAR,2003,39.0,2,7,8,4,7,11,0
UTTAR PRADESH_SIDHARTHNAGAR,2004,87.0,10,17,16,13,4,27,0
UTTAR PRADESH_SIDHARTHNAGAR,2005,101.0,4,19,12,13,40,13,0
UTTAR PRADESH_SIDHARTHNAGAR,2006,136.0,4,28,15,12,58,19,0
UTTAR PRADESH_SIDHARTHNAGAR,2007,129.0,5,24,9,13,33,45,0
UTTAR PRADESH_SIDHARTHNAGAR,2008,138.0,12,30,16,30,20,30,0
UTTAR PRADESH_SIDHARTHNAGAR,2009,101.0,9,29,14,23,6,20,0
UTTAR PRADESH_SIDHARTHNAGAR,2010,111.0,8,38,15,17,0,33,0
UTTAR PRADESH_SITAPUR,2001,426.0,85,47,82,71,35,106,0
UTTAR PRADESH_SITAPUR,2002,361.0,73,61,83,65,13,66,0
UTTAR PRADESH_SITAPUR,2003,263.0,47,40,50,53,36,37,0
UTTAR PRADESH_SITAPUR,2004,412.0,72,83,71,73,34,79,0
UTTAR PRADESH_SITAPUR,2005,452.0,51,86,70,72,31,142,0
UTTAR PRADESH_SITAPUR,2006,358.0,47,68,58,68,34,83,0
UTTAR PRADESH_SITAPUR,2007,420.0,67,84,61,69,20,119,0
UTTAR PRADESH_SITAPUR,2008,437.0,53,129,77,47,21,110,0
UTTAR PRADESH_SITAPUR,2009,485.0,61,144,75,74,47,84,0
UTTAR PRADESH_SITAPUR,2010,330.0,11,109,45,54,0,111,0
UTTAR PRADESH_SONBHADRA,2001,41.0,5,6,12,9,4,5,0
UTTAR PRADESH_SONBHADRA,2002,42.0,5,5,8,8,8,8,0
UTTAR PRADESH_SONBHADRA,2003,48.0,5,4,11,7,15,6,0
UTTAR PRADESH_SONBHADRA,2004,61.0,6,12,11,9,14,9,0
UTTAR PRADESH_SONBHADRA,2005,60.0,8,5,10,6,20,11,0
UTTAR PRADESH_SONBHADRA,2006,76.0,8,3,10,14,32,9,0
UTTAR PRADESH_SONBHADRA,2007,114.0,16,8,11,21,35,23,0
UTTAR PRADESH_SONBHADRA,2008,175.0,26,24,20,38,37,30,0
UTTAR PRADESH_SONBHADRA,2009,133.0,25,25,11,16,20,36,0
UTTAR PRADESH_SONBHADRA,2010,90.0,21,20,20,13,0,16,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2001,46.0,1,7,9,3,3,23,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2002,26.0,0,2,4,1,1,18,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2003,22.0,2,1,5,2,3,9,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2004,45.0,3,1,13,2,5,21,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2005,62.0,1,2,8,3,17,31,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2006,54.0,2,4,9,6,14,19,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2007,60.0,1,5,14,9,2,29,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2008,46.0,2,9,11,2,6,16,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2009,58.0,3,5,10,9,7,24,0
UTTAR PRADESH_ST.RAVIDASNAGAR,2010,32.0,1,9,11,3,0,8,0
UTTAR PRADESH_SULTANPUR,2001,306.0,29,35,38,34,17,153,0
UTTAR PRADESH_SULTANPUR,2002,174.0,23,28,20,22,15,66,0
UTTAR PRADESH_SULTANPUR,2003,185.0,18,19,19,10,81,38,0
UTTAR PRADESH_SULTANPUR,2004,172.0,18,31,17,21,32,53,0
UTTAR PRADESH_SULTANPUR,2005,127.0,16,24,14,14,21,38,0
UTTAR PRADESH_SULTANPUR,2006,173.0,25,26,23,21,23,55,0
UTTAR PRADESH_SULTANPUR,2007,202.0,34,47,21,30,13,57,0
UTTAR PRADESH_SULTANPUR,2008,174.0,25,49,12,26,19,43,0
UTTAR PRADESH_SULTANPUR,2009,237.0,16,63,28,35,35,60,0
UTTAR PRADESH_SULTANPUR,2010,182.0,14,49,16,41,0,62,0
UTTAR PRADESH_UNNAO,2001,475.0,53,79,63,100,12,168,0
UTTAR PRADESH_UNNAO,2002,342.0,34,55,57,70,8,118,0
UTTAR PRADESH_UNNAO,2003,352.0,23,19,42,28,195,45,0
UTTAR PRADESH_UNNAO,2004,267.0,45,52,29,37,26,78,0
UTTAR PRADESH_UNNAO,2005,269.0,35,43,40,47,32,72,0
UTTAR PRADESH_UNNAO,2006,233.0,37,40,37,35,26,58,0
UTTAR PRADESH_UNNAO,2007,267.0,30,61,52,37,26,61,0
UTTAR PRADESH_UNNAO,2008,294.0,36,69,52,50,26,61,0
UTTAR PRADESH_UNNAO,2009,348.0,48,85,40,61,14,100,0
UTTAR PRADESH_UNNAO,2010,265.0,32,76,26,57,0,74,0
UTTAR PRADESH_VARANASI,2001,321.0,27,35,31,19,90,119,0
UTTAR PRADESH_VARANASI,2002,323.0,16,36,34,23,110,104,0
UTTAR PRADESH_VARANASI,2003,143.0,7,7,21,4,71,33,0
UTTAR PRADESH_VARANASI,2004,177.0,15,20,30,7,53,52,0
UTTAR PRADESH_VARANASI,2005,141.0,8,19,19,8,43,44,0
UTTAR PRADESH_VARANASI,2006,221.0,16,36,23,10,46,90,0
UTTAR PRADESH_VARANASI,2007,430.0,20,38,35,20,120,197,0
UTTAR PRADESH_VARANASI,2008,381.0,12,38,36,14,98,183,0
UTTAR PRADESH_VARANASI,2009,265.0,10,35,29,12,72,107,0
